KEGG;NAME;ENZYME;IAFMODEL;UMBBD;CODE
R04584;(N-Acetylneuraminyl)-galactosylglucosylceramide|;2.4.1.92;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))+C(H2)(C(HO(H))(C(HN(HC(OC(H3))))(C(HC(HO(H)C(HO(H)C(H2O(H)))))(O(C(C(O(H)O))(O(C(H)(C(HO(H))(C(H)(O(C(H)(C(HC(H2O(H)))(O(C(HO(C(H2C(HN(HC(RO))C(HO(H)C(HC(HC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3))))))))))))))))))))(C(HO(H))(C(HO(H))(){12})))))<12>)O(C(HC(H2O(H)))(C(HO(H))(){8})))))<8>)){1})))))<1><=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>+C(H2)(C(HO(H))(C(HN(HC(OC(H3))))(C(HC(HO(H)C(HO(H)C(H2O(H)))))(O(C(C(O(H)O))(O(C(H)(C(H)(C(HC(H2O(H)))(O(C(H)(C(HO(H))(){8}O(C(H)(C(HC(H2O(H)))(O(C(HO(C(H2C(HN(HC(RO))C(HO(H)C(HC(HC(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3))))))))))))))))))))(C(HO(H))(C(HO(H))(){14})))))<14>))))O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){11})))))<11>)))<8>)){1})))))<1>
R05969;UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine|;2.7.8.15;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))+C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))C(H2C(HC(H3)C(H2C(H2O(P(O(H)O(H)O)))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(H)O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R01007;UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine|;2.7.8.15;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))+C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))C(H2C(HC(H3)C(H2C(H2O(P(O(H)O(H)O)))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(H)O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>+C(HC(H2O(H)))(C(HO(H))(C(HO(H))(C(HN(HC(OC(H3))))(C(HO(P(O(P(O(H)O(C(H2C(H2C(HC(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))))))))O))O(H)O)))(O(){1})))))<1>
R01008;UDP-N-acetyl-D-glucosamine:dolichyl-phosphate|;2.4.1.153;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))+C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))C(H2C(HC(H3)C(H2C(H2O(P(O(H)O(H)O)))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>+C(HC(H2O(H)))(C(HO(H))(C(HO(H))(C(HN(HC(OC(H3))))(C(HO(P(O(H)O(C(H2C(H2C(HC(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))))))))O)))(O(){1})))))<1>
R05662;;2.4.1.227;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))+C(HC(H2O(H)))(C(HO(H))(C(HO(C(HC(ON(HC(HC(ON(HC(HC(O(H)O)C(H2C(H2C(ON(HC(HC(ON(HC(HC(ON(HC(HC(O(H)O)C(H3))))C(H3))))C(H2C(H2C(H2C(H2N(H2)))))))))))))C(H3))))C(H3))))(C(HN(HC(OC(H3))))(C(HO(P(O(P(O(H)O(C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))))))))))))))))))))))))))))))))))))))))O))O(H)O)))(O(){1})))))<1><=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R05027;;2.4.1.227;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))+C(HC(H2O(H)))(C(HO(H))(C(HO(C(HC(ON(HC(HC(ON(HC(HC(ON(HC(HC(ON(HC(HC(ON(HC(HC(O(H)O)C(H3))))C(H3))))C(H2C(H2C(H2C(H2N(H2))))))))C(H2C(H2C(O(H)O))))))C(H3))))C(H3))))(C(HN(HC(OC(H3))))(C(HO(P(O(P(O(H)O(C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))))))))))))))))))))))))))))))))))))))))O))O(H)O)))(O(){1})))))<1><=>C(H)(C(HC(H2O(H)))(O(C(HO(P(O(P(O(H)O(C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))))))))))))))))))))))))))))))))))))))))O))O(H)O)))(C(HN(HC(OC(H3))))(C(HO(C(HC(ON(HC(HC(ON(HC(HC(ON(HC(HC(ON(HC(HC(ON(HC(HC(O(H)O)C(H3))))C(H3))))C(H2C(H2C(H2C(H2N(H2))))))))C(H2C(H2C(O(H)O))))))C(H3))))C(H3))))(){1}))))O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<1>+C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R05032;;2.4.1.227;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))+C(HC(H2O(H)))(C(HO(H))(C(HO(C(HC(ON(HC(HC(ON(HC(HC(ON(HC(HC(ON(HC(HC(ON(HC(HC(O(H)O)C(H3))))C(H3))))C(H2C(H2C(H2C(HN(H2)C(O(H)O))))))))C(H2C(H2C(O(H)O))))))C(H3))))C(H3))))(C(HN(HC(OC(H3))))(C(HO(P(O(P(O(H)O(C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))))))))))))))))))))))))))))))))))))))))O))O(H)O)))(O(){1})))))<1><=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R04494;UDP-N-acetyl-D-glucosamine:N-acetyl-D-glucosaminyl diphosphodolichol|;2.4.1.141;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))+C(HC(H2O(H)))(C(HO(H))(C(HO(H))(C(HN(HC(OC(H3))))(C(HO(P(O(P(O(H)O(C(H2C(H2C(HC(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))))))))O))O(H)O)))(O(){1})))))<1><=>C(H)(C(HC(H2O(H)))(O(C(HO(P(O(P(O(H)O(C(H2C(H2C(HC(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))))))))O))O(H)O)))(C(HN(HC(OC(H3))))(C(HO(H))(){1}))))O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<1>+C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R05566;UDP-N-acetyl-D-mannosamine:N-acetyl-beta-D-|;2.4.1.187;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))+C(HC(H2O(H)))(C(HO(H))(C(HO(H))(C(HN(HC(OC(H3))))(C(HO(P(O(P(O(H)O(C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))))))))))))))))))))))))))))))))))))))))O))O(H)O)))(O(){1})))))<1><=>C(H)(C(HC(H2O(H)))(O(C(HO(P(O(P(O(H)O(C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H2C(H2C(HC(C(H3)C(H3)))))))))))))))))))))))))))))))))))))))))))))O))O(H)O)))(C(HN(HC(OC(H3))))(C(HO(H))(){1}))))O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<1>+C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R03513;UDP-N-acetyl-D-glucosamine:O-glycosyl-glycoproteinto N-acetyl-D-galactosaminyl-R)|;2.4.1.147;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))+C(HC(H2O(H)))(C(HO(H))(C(HO(H))(C(HN(HC(OC(H3))))(C(HO(R))(O(){1})))))<1><=>C(H)(C(HN(HC(OC(H3))))(C(HO(R))(O(C(HC(H2O(H)))(C(HO(H))(){1}))))O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<1>+C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R02654;UDP-N-acetyl-D-glucosamine:phosphatidylinositol|;2.4.1.198;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))+C(HO(H))(C(HO(H))(C(HO(H))(C(HO(P(O(H)O(C(H2C(HO(C(RO))C(H2O(C(RO))))))O)))(C(HO(H))(C(HO(H))(){1})))))<1><=>C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){1}))))O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HO(H))(C(HO(P(O(H)O(C(H2C(HO(C(RO))C(H2O(C(RO))))))O)))(){3})))))<3>))<1>+C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R00422;;;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>
R00423;;;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>
R01537;;;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>
R04567;(R)-3-Hydroxytetradecanoly-[acyl-carrier-protein]:UDP-N-acetyl-3-O-(3-hydroxytetradecanoyl)transferase|;2.3.1.129;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>(RS(H))+C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(C(OC(H2C(HO(H)C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H2C(H3))))))))))))))))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))
R00419;;;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H)(C(HC(H2O(H)))(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(){1})O(C(H)(C(HC(H2O(H)))(O(C(HN(HC(OC(H2C(HN(HC(OC(H3)))C(ON(H2)))))))(C(HN(HC(OC(H3))))(C(HO(H))(){6})))))<6>))))O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<1>
R01536;;;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H)(C(HC(H2O(H)))(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(){1})O(C(H)(C(HC(H2O(H)))(O(C(HN(HC(OC(H2C(HN(HC(OC(H3)))C(ON(H2)))))))(C(HN(HC(OC(H3))))(C(HO(H))(){6})))))<6>))))O(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){3})))))<3>))<1>
R04291;UDP-N-acetyl-D-glucosamine:lysosomal-enzyme|;2.7.8.17;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(H)O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>+C(H2)(C(H)(C(HO(H))(C(HO(H))(C(HO(H))(C(HO(H))(O(){2})))))<2>O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){5})))))<5>))))
R01996;UDP-N-acetyl-D-glucosamine:lipopolysaccharide|;2.4.1.56;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R02335;UDP-N-acetyl-D-glucosamine:chitin|;2.4.1.16;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R04603;UDP-N-acetyl-D-galactosamine:D-glucuronyl-N-acetyl-1,3-beta-D-|;2.4.1.175;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R00414;UDP-N-acetyl-D-glucosamine 2-epimerase|;5.1.3.14;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>+C(HC(H2O(H)))(C(HO(H))(C(HO(H))(C(HN(HC(OC(H3))))(C(HO(H))(O(){1})))))<1>
R00418;UDP-N-acetyl-D-glucosamine 4-epimerase|;5.1.3.7;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))
R00420;UDP-N-acetyl-D-glucosamine 2-epimerase|;5.1.3.14;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))
R00421;UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase|;1.1.1.136;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(O(H)O))(O(){7})))))<7>))))))
R03317;UDP-N-acetyl-D-mannosamine:NAD+ 1-oxidoreductase|;1.1.1.0;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(O(H)O))(O(){7})))))<7>))))))
R06894;;1.1.1.0;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(O(H)O))(O(){7})))))<7>))))))
R04477;UDP-N-acetyl-beta-D-mannosaminouronate:lipopolysaccharide|;2.4.1.180;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HN(HC(OC(H3))))(C(HO(H))(C(HO(H))(C(HC(O(H)O))(O(){7})))))<7>))))))<=>C(H)(C(HO(H))(C(HO(H))(C(HC(H2O(P(O(P(O(H)O(H)O))O(H)O))))(O(){1})))N(C(H)(C(H)(C(O)(N(H)(C(O)(){2})))))<2>)<1>
R06587;;;None;None;C(H2)(C(H)(C(HO(H))(C(HO(H))(C(H)(N(C(H)(C(H)(C(O)(N(H)(C(O)(){6})))))<6>O(){2}))))<2>O(P(O(H)O)(O(P(O(H)O)(O(C(H)(C(HO(H))(C(HN(H2))(C(HO(H))(C(HC(H2O(H)))(O(){7})))))<7>))))))<=>C(HC(H2O(H)))(C(HO(H))(C(HN(H2))(C(HO(H))(C(HO(H))(O(){1})))))<1>
